id;nomClient;adresseClient;idEtat;id2;tempsInsc;somme1;somme2
1710;Peterson Roberts Carpentry;3062 Lindenwood Ln.;10;9;09/05/1983 21:27;64940;32471.477
2167;Peterson Roberts Carpentry;839 Burton Ave;28;23;13/02/1994 00:40;9800;91366.484
2174;Peterson Roberts Carpentry;139 Bay Colony Dr.;42;40;22/05/1994 10:47;67488;5835.068
2503;Peterson Roberts Carpentry;886 Yale Lane;41;28;27/07/1990 18:33;12420;61840.598
2609;Peterson Roberts Carpentry;406 Trinity Ct.;3;49;01/12/1993 15:33;41350;18674.021
2772;Peterson Roberts Carpentry;662 Lyons Circle;10;49;20/05/2001 21:00;39856;40839.47
2816;Peterson Roberts Carpentry;43078 Kennedy Dr.;42;48;16/02/1971 04:42;87936;60495.184
2897;Peterson Roberts Carpentry;12 Skokie Valley Rd.;45;40;07/04/2004 20:48;4168;49889.58
2905;Peterson Roberts Carpentry;1831 Beverly Place #9D;26;41;02/02/2000 19:08;82246;52408.023
3029;Peterson Roberts Carpentry;77 Blackhawk Rd;20;40;20/06/1996 09:40;61480;72420.81
3478;Peterson Roberts Carpentry;218 Oakridge Ave.;37;18;25/02/1998 09:47;28718;24832.72
3709;Peterson Roberts Carpentry;2112 Ravine Drive;27;20;09/02/2004 07:33;76020;99488.625
3728;Peterson Roberts Carpentry;77 Blackhawk Rd;19;28;25/09/1977 02:47;55069;24212.096
4198;Peterson Roberts Carpentry;1912 Old Briar Lane #2;4;36;20/05/2001 21:00;77136;32220.248
4443;Peterson Roberts Carpentry;5518 Madison St.;43;16;02/09/1980 17:27;35954;63438.73
4476;Peterson Roberts Carpentry;1701 W. Mellody Rd.;4;30;28/02/1993 19:22;46195;64144.19
4552;Peterson Roberts Carpentry;1450 Harding Ave.;26;30;05/08/1985 15:27;75196;10150.391
4563;Peterson Roberts Carpentry;726 White Oaks Ave.;1;30;16/02/1983 07:08;78850;46300.867
4571;Peterson Roberts Carpentry;1245 Eastwood;27;28;20/10/2004 11:15;84530;52379.375
4665;Peterson Roberts Carpentry;2678 Sheridan Rd.;21;1;24/11/1983 05:33;79927;55120.402
4718;Peterson Roberts Carpentry;3344 Beachwood Ln.;2;49;20/10/2001 23:15;25834;2522.6338
4915;Peterson Roberts Carpentry;2224 Sherman Rd.;21;20;12/07/1987 15:53;22208;63098.75
63;Pivot Point College;1547 Knolwood Rd.;9;48;04/09/2000 22:08;1190;23856.0
178;Pivot Point College;2148 Eastview Dr.;31;5;13/01/1971 07:33;44564;72896.67
450;Pivot Point College;1704 Ridgelee Rd;28;34;24/03/1992 18:00;63412;28946.447
565;Pivot Point College;1860 Parkside Ln.;47;48;25/05/1989 12:47;9352;19990.45
755;Pivot Point College;2922 Twin Oaks Drive;18;38;08/05/2000 11:40;96624;73885.664
913;Pivot Point College;1233 Arbor Rd.;7;37;31/05/1972 23:40;25204;24775.166
1103;Pivot Point College;1920 Sunnyside Ave.;18;49;28/07/2003 17:53;97524;51232.82
1281;Pivot Point College;512 Hill;22;42;30/11/1977 08:42;71911;14188.117
1781;Pivot Point College;368 Woodland Rd.;5;43;19/10/1974 08:33;29516;60047.434
1783;Pivot Point College;4522 N. Greenview Apt. 1B;19;35;19/08/1999 23:00;49920;58176.297
2560;Pivot Point College;1287 Glencoe Ave.;16;5;10/03/2003 06:42;82780;40248.523
2618;Pivot Point College;115 Pleasent Ave.;44;3;16/01/1985 21:47;16740;64461.78
2678;Pivot Point College;2032 Northbrook Ct.;42;4;02/04/1996 06:42;69715;57458.72
3013;Pivot Point College;2870 Skokie Rd.;8;45;01/11/2001 12:02;97662;7300.288
3388;Pivot Point College;139 Bay Colony Dr.;45;32;18/07/2004 01:53;43200;2584.6328
3486;Pivot Point College;3344 Beachwood Ln.;12;31;22/10/2004 03:27;18381;15765.363
4001;Pivot Point College;433 Burton Ave.;13;23;31/08/2001 07:42;73128;41032.027
4612;Pivot Point College;406 Trinity Ct.;31;46;03/11/1977 17:48;82256;33984.504
4628;Pivot Point College;42 Valley Rd.;43;15;06/11/2003 09:33;38096;27738.254
4717;Pivot Point College;1436 Waverly Rd.;29;26;11/02/1993 03:07;25000;91800.55
4760;Pivot Point College;43078 Kennedy Dr.;37;19;27/05/1971 14:47;86648;65524.953
4791;Pivot Point College;3148 cottonwood Ct.;45;23;18/01/2000 09:33;70778;1548.859
4974;Pivot Point College;1077 Court Ave.;17;8;20/03/1990 19:07;20563;6930.322
192;Portugal, Liddy, & Son Ltd.;629 Kincaid Ave.;12;13;16/12/2001 10:53;35808;97008.17
211;Portugal, Liddy, & Son Ltd.;839 Burton Ave;34;5;19/01/2002 11:20;43200;62590.496
265;Portugal, Liddy, & Son Ltd.;433 Burton Ave.;19;7;22/01/2000 12:00;54708;55838.336
480;Portugal, Liddy, & Son Ltd.;135 Lakewood place;4;36;13/08/2000 22:22;48643;26920.518
1031;Portugal, Liddy, & Son Ltd.;2678 Sheridan Rd.;31;34;19/08/2000 21:55;40300;27709.984
1358;Portugal, Liddy, & Son Ltd.;654 Walnut Rd.;26;41;02/07/2000 02:07;98460;30410.936
1370;Portugal, Liddy, & Son Ltd.;512 Hill;4;41;24/10/2001 10:35;8279;62565.17
1406;Portugal, Liddy, & Son Ltd.;1920 Sunnyside Ave.;8;20;07/06/1996 07:02;27420;11926.002
1419;Portugal, Liddy, & Son Ltd.;1185 County line Rd.;7;4;19/03/1975 11:20;87384;77020.67
1457;Portugal, Liddy, & Son Ltd.;1714 Clifton Rd.;50;8;25/02/2000 17:33;57212;77037.47
1477;Portugal, Liddy, & Son Ltd.;3478 Bryn Mawr St.;28;2;16/05/1972 02:22;32338;58700.465
1730;Portugal, Liddy, & Son Ltd.;899 Harvard Ct;45;7;02/08/1975 17:02;74760;43798.004
2034;Portugal, Liddy, & Son Ltd.;175 beech St.;32;13;19/07/1980 14:07;48675;96340.09
2131;Portugal, Liddy, & Son Ltd.;1701 W. Mellody Rd.;40;6;15/03/2001 20:40;37150;57784.656
2224;Portugal, Liddy, & Son Ltd.;1535 Knollwood Drive;7;26;23/11/1985 20:55;65188;18390.453
2306;Portugal, Liddy, & Son Ltd.;1949 Cloverdale Rd.;11;3;06/06/1971 04:35;12974;98972.28
2745;Portugal, Liddy, & Son Ltd.;1975 elmwood Circle;36;49;08/02/2000 20:40;9024;57991.77
2947;Portugal, Liddy, & Son Ltd.;1882 St. Johns;5;40;26/01/2006 18:27;46353;10160.889
3082;Portugal, Liddy, & Son Ltd.;3062 Lindenwood Ln.;2;29;18/10/2001 15:42;55288;70958.27
3100;Portugal, Liddy, & Son Ltd.;4522 N. Greenview Apt. 1B;3;46;18/07/2000 02:07;43069;58670.598
3314;Portugal, Liddy, & Son Ltd.;355 Golf Rd.;26;18;12/05/1978 14:22;74052;35496.332
3549;Portugal, Liddy, & Son Ltd.;581 Hill St. Apt. 234;24;46;30/04/1985 10:07;94607;68136.54
3665;Portugal, Liddy, & Son Ltd.;12 Craven Way;1;50;07/01/2006 05:48;21952;60680.598
3815;Portugal, Liddy, & Son Ltd.;770 Exmoor Rd.;4;3;26/02/1983 17:08;48494;10034.705
4059;Portugal, Liddy, & Son Ltd.;3160 Summit Ave.;25;16;25/05/1993 21:00;23410;43800.277
4074;Portugal, Liddy, & Son Ltd.;899 Harvard Ct;25;15;09/03/1977 03:48;19062;30592.97
4473;Portugal, Liddy, & Son Ltd.;4259 W. Lake Ave.;15;46;23/05/1999 23:53;50875;70786.766
4506;Portugal, Liddy, & Son Ltd.;632 Roger Williams;24;45;10/11/1997 22:13;54348;86062.35
4555;Portugal, Liddy, & Son Ltd.;433 Burton Ave.;37;40;15/11/1970 06:53;4059;87084.125
4578;Portugal, Liddy, & Son Ltd.;59 Cordon Terr.;17;36;30/05/2004 07:53;89905;95872.586
45;Quad City Cleaning;218 Oakridge Ave.;48;22;23/07/1977 18:35;43450;8688.604
289;Quad City Cleaning;42 Valley Rd.;42;24;05/08/1982 21:28;5438;79055.77
695;Quad City Cleaning;1920 Sunnyside Ave.;3;12;30/10/2000 02:53;84890;21273.205
821;Quad City Cleaning;5518 Madison St.;26;24;11/10/1987 06:08;78582;2180.3809
1062;Quad City Cleaning;581 Hill St. Apt. 234;25;34;21/11/2006 12:42;4478;11684.425
1087;Quad City Cleaning;10 Marquette Rd.;9;14;24/11/1978 03:48;61836;72452.47
1187;Quad City Cleaning;511 Hill;1;41;06/02/1983 06:13;21260;4230.3105
1287;Quad City Cleaning;1954 First St.;6;18;04/07/1982 11:42;37520;30230.873
1511;Quad City Cleaning;1660 Park Ave.;41;4;30/04/2007 22:08;36016;31736.38
1548;Quad City Cleaning;1245 Eastwood;44;40;06/07/1970 16:48;61488;86560.08
1852;Quad City Cleaning;1077 Court Ave.;26;6;25/09/2005 17:55;28080;62448.883
2163;Quad City Cleaning;3100 Trailer Way;41;44;08/10/1970 03:13;33434;30402.537
2257;Quad City Cleaning;242 Ashland Ave.;30;35;17/03/1972 17:07;70982;94260.73
2467;Quad City Cleaning;218 Oakridge Ave.;23;5;16/08/1983 17:40;37137;82250.66
3103;Quad City Cleaning;1915 Lewis Ln.  Apt 13;14;39;06/07/1990 02:22;86848;34640.51
3280;Quad City Cleaning;616 Cobblestone Cir.;34;11;12/03/1974 06:00;64836;61338.74
3395;Quad City Cleaning;12 Skokie Valley Rd.;47;10;14/11/2004 17:07;89210;50760.426
3889;Quad City Cleaning;3344 Beachwood Ln.;24;22;09/04/2000 23:15;54716;6125.0493
3943;Quad City Cleaning;310 Walker Ave.;40;17;16/09/1982 22:33;6110;18563.203
4347;Quad City Cleaning;1701 W. Mellody Rd.;48;48;27/01/1970 22:28;28576;89423.266
4609;Quad City Cleaning;2600 Winsor Mall;24;31;19/08/1987 20:33;78448;39392.527
68;Resnick DDS;726 White Oaks Ave.;6;37;25/04/1990 17:13;75566;16911.344
128;Resnick DDS;302-A Crestwood Village Rd.;25;31;25/09/1974 17:53;23098;13011.136
714;Resnick DDS;1155 Ridgewood Drive;20;9;09/07/2000 00:47;96400;28684.96
835;Resnick DDS;433 Burton Ave.;10;17;30/12/2000 18:42;24937;7270.924
1162;Resnick DDS;2220 Grant Blvd.;39;45;26/09/2002 01:27;63320;25996.44
2129;Resnick DDS;2267 Anderson Lane;43;23;04/04/1996 23:20;33947;40128.508
2217;Resnick DDS;425 Lake Ave.;46;48;27/11/1972 08:13;34104;89810.945
2531;Resnick DDS;241 Callan Rd.;42;43;01/05/2001 19:02;12374;57302.7
2548;Resnick DDS;1679 McCraren;11;15;12/10/1977 00:20;8544;26904.473
2876;Resnick DDS;511 Hill;44;27;08/12/1992 07:33;17796;51330.81
3134;Resnick DDS;445 Park Ave.;45;5;24/03/1985 15:48;13830;53715.25
3310;Resnick DDS;1 Twin Oaks Place;50;41;26/05/1970 00:48;22343;45153.547
3345;Resnick DDS;854 Woodbine;25;9;25/04/1980 08:40;31100;16868.42
3350;Resnick DDS;844 Spruce St.;28;43;04/03/2001 06:53;91700;23761.332
3796;Resnick DDS;310 Walker Ave.;21;33;14/08/2004 11:28;5920;93298.69
4037;Resnick DDS;3181 Barkwood Ct.;50;49;30/08/1983 15:00;22011;83135.24
4146;Resnick DDS;1920 Sunnyside Ave.;30;17;22/01/2001 05:08;96000;87188.56
4182;Resnick DDS;1234 Devonshire Court;42;9;21/06/1997 14:33;42986;54015.617
4390;Resnick DDS;3385 University Ave.;4;26;23/08/2000 13:40;66525;96045.445
4737;Resnick DDS;750 Homewood Ave.;21;30;09/02/1985 20:02;52577;84400.734
4970;Resnick DDS;917 Fairview Ave.  Apt. 982;21;35;20/01/2006 08:27;10427;75296.07
20;Rythmics Ltd.;1875 Roger Williams Ave.;22;48;05/01/2005 16:27;70685;28463.95
862;Rythmics Ltd.;857 Woodbine Rd;30;32;30/12/1972 10:40;49362;19374.018
967;Rythmics Ltd.;1155 Ridgewood Drive;2;25;20/04/1986 16:53;84432;1457.9056
1065;Rythmics Ltd.;1270 Linden Ave.;50;46;30/11/2005 09:20;44494;5600.613
1252;Rythmics Ltd.;2024 St.Johns Ave.;22;30;10/08/2005 10:48;85760;27242.656
1335;Rythmics Ltd.;1750 Lily Court;11;9;04/06/1993 21:55;84586;22312.945
1352;Rythmics Ltd.;550 Sheridan;38;20;01/06/1993 19:40;84118;47792.434
1542;Rythmics Ltd.;456 Groverland Ave.;16;26;26/12/2000 05:48;68100;34464.043
1679;Rythmics Ltd.;1715 Chicago Ave.;13;24;26/01/2001 01:33;99516;31232.47
1850;Rythmics Ltd.;367Bluebird Terr.;43;6;15/08/1982 23:53;89324;94160.85
1856;Rythmics Ltd.;511 Hill;50;32;10/07/2003 21:02;88294;54600.387
2363;Rythmics Ltd.;43078 Kennedy Dr.;14;40;02/04/1992 07:33;3365;65318.652
2493;Rythmics Ltd.;3059 Priscilla Court;22;11;18/04/2002 06:08;52207;11953.653
2655;Rythmics Ltd.;574 Chicago Ave.;1;30;29/05/1987 23:55;73016;90150.93
2688;Rythmics Ltd.;511 Hill;48;22;10/09/2000 03:00;35000;76688.62
2782;Rythmics Ltd.;643 De Temple Rd.;20;19;08/04/2000 22:53;41164;83745.55
3129;Rythmics Ltd.;367Bluebird Terr.;26;34;11/08/2001 08:48;92745;78530.58
3132;Rythmics Ltd.;12 Craven Way;12;25;28/12/1989 14:53;81535;69506.21
3136;Rythmics Ltd.;872 Virginia Rd.;13;39;15/08/1970 01:15;26184;47751.656
3715;Rythmics Ltd.;21 Lakeview Terrace #2312;14;4;19/11/2000 16:27;47696;79850.945
3722;Rythmics Ltd.;1535 Knollwood Drive;18;18;11/12/1971 19:22;65143;48718.66
3866;Rythmics Ltd.;45 South Deer Creek Drive;14;8;07/03/1986 17:20;40622;3713.5977
3964;Rythmics Ltd.;673 Calais Drive;2;31;16/08/1975 06:47;15122;68592.14
4011;Rythmics Ltd.;210 Cresant Rd.;9;43;17/01/1970 04:53;69264;97130.19
4197;Rythmics Ltd.;872 Virginia Rd.;30;2;19/05/2006 14:33;24200;15721.098
4327;Rythmics Ltd.;1233 Arbor Rd.;29;25;29/05/1997 11:00;33542;65216.773
4370;Rythmics Ltd.;671 Blackstone Ave.;6;25;14/03/2006 13:07;29559;67215.3
4531;Rythmics Ltd.;512 Hill;7;5;09/04/1974 08:15;34205;44480.375
4659;Rythmics Ltd.;970 Vilas Circle;10;50;20/02/2006 05:22;7652;79363.16
4669;Rythmics Ltd.;1839 McCraren Rd.;29;42;26/03/1994 16:40;84908;69196.45
19;Salt & Pepper Catering Service;965 Marion Place Apt. 65C;44;33;20/12/2006 10:02;13458;52120.617
164;Salt & Pepper Catering Service;770 Exmoor Rd.;3;26;16/03/2000 12:28;72598;29061.096
466;Salt & Pepper Catering Service;4467 Sheridan Rd.;50;23;12/11/1980 18:00;57664;54652.535
494;Salt & Pepper Catering Service;2024 St.Johns Ave.;4;5;05/09/2005 07:00;11705;45728.1
552;Salt & Pepper Catering Service;643 De Temple Rd.;2;34;28/12/1993 06:27;79980;47656.152
743;Salt & Pepper Catering Service;201-C Frontage Rd.;33;38;16/08/2006 07:15;47750;92324.555
845;Salt & Pepper Catering Service;456 Groverland Ave.;48;24;09/05/2000 06:47;19637;69868.69
956;Salt & Pepper Catering Service;334 Lynn Terrace;30;25;12/07/1978 15:00;1517;14438.823
1049;Salt & Pepper Catering Service;574 Chicago Ave.;7;6;05/01/2001 10:00;82520;91096.25
1116;Salt & Pepper Catering Service;430 Oakland Drive;39;22;01/06/1970 04:47;75040;21508.928
1227;Salt & Pepper Catering Service;872 Virginia Rd.;7;26;12/06/2004 15:53;54340;82965.14
1309;Salt & Pepper Catering Service;1234 Devonshire Court;46;9;11/05/1992 05:53;34784;53504.727
1356;Salt & Pepper Catering Service;929 Brittany Ave.;29;48;25/09/1972 01:02;8127;85958.805
1376;Salt & Pepper Catering Service;1235 Easton Rd.;28;11;23/03/2000 01:20;41960;90008.74
1502;Salt & Pepper Catering Service;1233 Arbor Rd.;4;1;02/01/2002 21:22;34651;4424.875
1579;Salt & Pepper Catering Service;38976 Forest View Rd.;46;8;13/03/1989 02:40;32400;40068.734
1592;Salt & Pepper Catering Service;115 Judson Rd.;37;25;06/01/1989 03:20;11538;84762.25
1594;Salt & Pepper Catering Service;2045 St. johns Ave.;18;34;06/03/1989 04:00;42650;7621.623
1764;Salt & Pepper Catering Service;115 Judson Rd.;40;37;04/12/1980 17:47;16243;94777.92
1947;Salt & Pepper Catering Service;3059 Priscilla Court;16;11;06/12/2006 06:13;12032;76435.23
2031;Salt & Pepper Catering Service;2032 Northbrook Ct.;38;24;28/10/1998 18:40;50279;66854.05
2071;Salt & Pepper Catering Service;1799 Rosemary Way;31;43;07/09/2003 03:00;80960;91940.875
2466;Salt & Pepper Catering Service;1831 Beverly Place #9D;41;13;23/09/2006 22:07;69500;43146.473
2542;Salt & Pepper Catering Service;2510 Crain;5;28;22/09/2000 20:33;95218;53714.848
2581;Salt & Pepper Catering Service;22 Clay rd.;5;4;26/06/2003 05:00;10884;44336.586
2703;Salt & Pepper Catering Service;632 Florence Dr.;21;4;10/09/2001 17:42;74600;55092.777
2795;Salt & Pepper Catering Service;1444 Chantilly Ln.;1;9;02/07/2001 16:47;95694;62980.312
2887;Salt & Pepper Catering Service;313 Grove Ave.;5;24;08/07/1970 16:47;4060;27944.674
3061;Salt & Pepper Catering Service;245 Oakridge Ave.;15;6;22/08/2000 23:13;41125;30048.91
3075;Salt & Pepper Catering Service;1859 Green Bay Rd.;41;38;30/08/2000 14:33;44857;8582.925
3080;Salt & Pepper Catering Service;1799 Rosemary Way;31;24;15/11/1992 04:00;19285;63786.945
3128;Salt & Pepper Catering Service;2505 Allison ct.;34;48;13/12/1985 13:08;39304;47443.824
3249;Salt & Pepper Catering Service;581 Hill St. Apt. 234;30;22;07/12/2003 06:28;95981;79229.01
3312;Salt & Pepper Catering Service;1799 Rosemary Way;39;27;25/12/2001 00:28;86508;74655.64
3661;Salt & Pepper Catering Service;785 Highland place;13;13;08/05/2005 21:00;51000;85888.87
3788;Salt & Pepper Catering Service;43078 Kennedy Dr.;38;19;10/11/2000 05:33;25035;85929.734
4319;Salt & Pepper Catering Service;54 Lakeview Terrace;45;37;15/07/2000 23:55;13165;8106.3325
4497;Salt & Pepper Catering Service;1949 Cloverdale Rd.;45;30;23/04/1998 03:53;69685;99330.64
4672;Salt & Pepper Catering Service;4467 Sheridan Rd.;40;5;02/10/1983 17:27;38586;96482.5
4772;Salt & Pepper Catering Service;1101 Deerfield Place;39;18;01/09/1978 20:48;97559;95533.11
4877;Salt & Pepper Catering Service;42 Valley Rd.;3;30;29/10/2002 04:55;89787;33680.176
52;Schmidt Denists;844 Spruce St.;47;30;24/02/2003 18:27;4500;3520.56
464;Schmidt Denists;4522 N. Greenview Apt. 1B;35;21;17/04/2006 15:53;39705;84800.78
551;Schmidt Denists;844 Spruce St.;16;11;27/02/2006 00:27;61868;18952.027
707;Schmidt Denists;2505 Allison ct.;42;37;12/11/1971 13:20;38209;31150.113
1143;Schmidt Denists;242 Ashland Ave.;33;28;11/02/2005 00:40;80244;2924.9348
1220;Schmidt Denists;1839 McCraren Rd.;42;32;16/08/2000 03:00;81109;47732.48
1269;Schmidt Denists;1009 marvel Way;5;5;30/09/1986 11:27;87440;37044.586
1297;Schmidt Denists;425 Lake Ave.;43;20;05/02/1974 12:40;19623;72976.26
1588;Schmidt Denists;302-A Crestwood Village Rd.;40;46;12/01/1990 16:00;49576;88076.89
1612;Schmidt Denists;671 Blackstone Ave.;27;20;02/06/2007 07:55;4648;85385.91
1785;Schmidt Denists;1486 Old Deerfield Rd.;8;22;13/08/2001 11:53;23972;61952.504
1914;Schmidt Denists;42 Valley Rd.;36;34;09/06/1996 23:40;61312;19664.75
2076;Schmidt Denists;1957 Huntington Ave.;49;15;12/02/1974 00:13;79694;1606.8209
2407;Schmidt Denists;1858 Balsam Way;8;8;10/03/2000 12:27;23358;68304.055
2484;Schmidt Denists;965 Marion Place Apt. 65C;11;6;03/05/2001 19:00;16642;23298.918
2784;Schmidt Denists;12 Walker Ave.;35;8;20/04/1987 15:28;2327;69264.555
2827;Schmidt Denists;2267 Anderson Lane;19;48;15/12/2006 16:27;74947;9720.664
2841;Schmidt Denists;35 Glenlake Dr.;35;4;24/08/2001 01:27;59202;38800.2
2948;Schmidt Denists;135 Lakewood place;27;42;06/11/1994 22:13;44734;15754.451
3167;Schmidt Denists;600 Central Ave;11;31;28/03/1986 13:20;22990;82470.43
3193;Schmidt Denists;2032 Northbrook Ct.;7;1;29/08/1974 17:55;94245;61760.316
3633;Schmidt Denists;872 Virginia Rd.;4;3;23/08/2000 13:40;720;5390.9917
3666;Schmidt Denists;1777 balsamic Ave.;46;1;16/03/1980 13:07;53088;24800.982
3810;Schmidt Denists;1839 McCraren Rd.;26;34;14/04/1994 22:47;13720;1273.2672
4258;Schmidt Denists;21 Lakeview Terrace #2312;31;7;16/12/2003 12:42;88920;23900.78
4428;Schmidt Denists;313 Grove Ave.;29;35;29/11/1974 23:33;66265;3283.312
4543;Schmidt Denists;1701 W. Mellody Rd.;30;50;07/12/1970 06:40;79280;54808.797
4773;Schmidt Denists;1535 Knollwood Drive;30;33;16/02/1985 11:07;51122;31872.316
4832;Schmidt Denists;2148 Eastview Dr.;22;47;10/05/2000 05:53;35294;77500.23
4882;Schmidt Denists;1949 Cloverdale Rd.;5;36;11/04/2004 02:53;22080;81180.73
4929;Schmidt Denists;1858 Balsam Way;29;1;28/11/1985 21:07;26575;99360.26
4984;Schmidt Denists;245 Oakridge Ave.;40;15;03/07/1990 18:48;15380;16286.411
195;Schnitzer Denist College;628 Orwenstensia;30;29;24/09/1974 14:07;61690;39150.72
215;Schnitzer Denist College;220 Vine Ave.;30;24;03/02/1996 06:02;69545;53246.133
336;Schnitzer Denist College;3150 Skokie Valley Rd.;24;30;19/02/1985 11:20;95684;10285.278
389;Schnitzer Denist College;22 Clay rd.;20;33;30/09/2007 16:48;11808;36664.652
416;Schnitzer Denist College;2632 Prarie Ln.;31;31;08/06/2000 23:02;62551;95184.125
768;Schnitzer Denist College;726 White Oaks Ave.;9;3;06/03/2003 19:22;74237;36192.004
972;Schnitzer Denist College;218 Oakridge Ave.;5;10;05/11/2000 19:07;95940;98785.04
1041;Schnitzer Denist College;2644 Princeton Ln.;41;18;30/09/2004 19:02;92790;38147.785
1291;Schnitzer Denist College;511 Hill;32;11;29/03/1978 06:13;25504;80236.51
1397;Schnitzer Denist College;3901 Chester Ave. Apt. 3C;20;35;22/01/1971 21:22;12044;88953.07
1418;Schnitzer Denist College;1575 Oakwood Ave.;12;3;06/04/2003 04:33;20550;74809.52
1534;Schnitzer Denist College;865 Old Tall Tree Lane;22;19;07/09/1989 09:27;9676;28415.814
1537;Schnitzer Denist College;1235 Easton Rd.;15;37;29/05/1994 17:02;71833;61729.05
1616;Schnitzer Denist College;2224 Sherman Rd.;31;28;16/06/1987 08:35;43890;12067.629
1633;Schnitzer Denist College;1575 Oakwood Ave.;40;2;17/02/1970 10:53;71710;68744.234
1731;Schnitzer Denist College;2632 Prarie Ln.;12;49;10/10/1982 13:13;81957;99520.42
1740;Schnitzer Denist College;3385 University Ave.;29;12;21/09/2000 00:07;78187;28790.309
1744;Schnitzer Denist College;368 Woodland Rd.;17;42;20/06/1982 23:27;17923;36447.996
1776;Schnitzer Denist College;1155 Ridgewood Drive;22;2;07/06/1978 21:40;75600;80126.0
1810;Schnitzer Denist College;4763 Blackhawk Rd.;45;25;01/12/2003 17:33;51343;5896.662
2215;Schnitzer Denist College;1233 Arbor Rd.;26;18;31/03/2005 20:13;17018;87020.85
2218;Schnitzer Denist College;1547 Knolwood Rd.;15;44;20/10/1996 17:02;25400;40097.36
2239;Schnitzer Denist College;1795 Lake Cook Rd.;26;43;01/05/2000 13:00;6925;80341.664
2266;Schnitzer Denist College;2644 Princeton Ln.;15;30;21/01/2001 21:33;62278;80792.77
2276;Schnitzer Denist College;1770 first St.;48;34;04/03/1992 16:42;62060;55532.902
2388;Schnitzer Denist College;10 Marquette Rd.;17;12;19/01/1970 01:20;60464;13730.091
2607;Schnitzer Denist College;4763 Blackhawk Rd.;48;48;08/04/1975 22:15;95060;17730.31
2748;Schnitzer Denist College;406 Trinity Ct.;2;5;07/08/1993 22:47;80740;31510.488
2806;Schnitzer Denist College;302-A Crestwood Village Rd.;9;23;20/01/1978 06:55;12192;71356.445
3096;Schnitzer Denist College;201-C Frontage Rd.;37;8;03/08/2002 02:47;31574;52336.098
3181;Schnitzer Denist College;1907 S. Prospect Ave.;21;22;17/11/1983 14:28;87125;35502.566
3205;Schnitzer Denist College;1858 Balsam Way;48;6;10/09/2000 21:42;12144;11894.404
3304;Schnitzer Denist College;12 Walker Ave.;29;29;22/10/1990 13:53;44630;59458.945
3333;Schnitzer Denist College;899 Harvard Ct;23;26;04/01/2006 18:40;77820;36775.777
3568;Schnitzer Denist College;750 Homewood Ave.;4;8;23/07/1980 01:27;57126;85440.92
3793;Schnitzer Denist College;1770 first St.;20;45;13/10/1982 04:22;51090;65369.75
3966;Schnitzer Denist College;1915 Lewis Ln.  Apt 13;28;50;11/02/2006 08:13;10728;7388.678
4043;Schnitzer Denist College;505 N. Frances St.;26;5;20/12/2004 21:48;54758;47264.92
4178;Schnitzer Denist College;1912 Old Briar Lane #2;8;2;04/05/2004 11:42;15354;42440.113
4526;Schnitzer Denist College;2032 Northbrook Ct.;44;17;05/02/1998 17:33;76688;2468.607
4960;Schnitzer Denist College;2032 Northbrook Ct.;24;24;05/08/1978 11:13;11978;34880.656
85;Shaggy's Grooming Services;1270 Linden Ave.;6;39;12/01/1977 06:53;52760;50992.57
92;Shaggy's Grooming Services;3160 Summit Ave.;7;18;17/11/2000 06:27;67920;58720.54
99;Shaggy's Grooming Services;1077 Court Ave.;29;33;19/06/1970 08:08;9468;8296.334
499;Shaggy's Grooming Services;600 Central Ave.;11;34;14/09/1996 01:13;7226;6396.7017
548;Shaggy's Grooming Services;1220 Heather Lane;44;10;27/04/1972 12:55;25056;64698.492
659;Shaggy's Grooming Services;654 Walnut Rd.;7;44;23/06/2001 10:33;89420;63248.324
942;Shaggy's Grooming Services;77 Blackhawk Rd;49;30;01/12/2005 04:02;79787;9017.559
970;Shaggy's Grooming Services;201-C Frontage Rd.;40;6;17/02/1996 23:33;66174;19242.686
1024;Shaggy's Grooming Services;1155 Ridgewood Drive;10;7;11/05/1986 13:53;48204;61590.3
1286;Shaggy's Grooming Services;1575 Oakwood Ave.;18;44;08/07/2005 18:07;88375;55262.37
1521;Shaggy's Grooming Services;1619 Judson Ave. Apt #34B;1;30;27/10/1989 15:00;19562;62384.2
1639;Shaggy's Grooming Services;807 Old Trail Rd.;50;3;04/11/1992 06:53;89360;74913.32
1893;Shaggy's Grooming Services;726 White Oaks Ave.;49;50;29/12/2004 09:20;4151;76520.84
1911;Shaggy's Grooming Services;4763 Blackhawk Rd.;50;11;27/10/1975 16:40;79767;92640.43
2145;Shaggy's Grooming Services;42 Valley Rd.;31;19;02/01/2004 14:00;94090;94073.14
2568;Shaggy's Grooming Services;581 Hill St. Apt. 234;39;14;18/03/1983 01:47;64472;46920.016
2638;Shaggy's Grooming Services;175 beech St.;10;37;14/12/1993 09:07;13372;46400.32
2735;Shaggy's Grooming Services;1957 Huntington Ave.;44;30;06/07/1971 15:53;18935;51330.316
2857;Shaggy's Grooming Services;671 Blackstone Ave.;5;46;08/10/1986 04:48;91488;61175.895
2906;Shaggy's Grooming Services;600 Central Ave;34;45;27/04/1980 17:13;56000;76074.7
2931;Shaggy's Grooming Services;225 Jeffrys Place;40;15;28/08/2006 22:20;64025;95514.34
3242;Shaggy's Grooming Services;1436 Waverly Rd.;1;1;14/06/1980 04:07;87808;37600.12
